,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
369282,5,True,"10 17, 2016",A309M490PA3J0U,B0023V2EWG,Joshua C.,"I usually buy the popular supermarket Liquid Smoke that comes in a 4 or 5 oz bottle for 5$. This blows that stuff out of the water in flavor and price! Only need a tablespoon in the rice cooker, three in a meat marinade and it does the job so well I absolutely need to find more uses because at this price point and this kind of quality that explodes our taste buds its going in everything now!",Supercalifragilisticexpialidocious,1476662400,2,,
352739,5,False,"07 7, 2017",A2JR2I13ZOWC77,B001PEWJWC,Health Maven,"I love chickpeas and cook the in a pressure cooker.  I thought chickpeas were all alike until I tasted these  They are so delicious!  Sweet and nutty.  i just love them on salad and in humus.

Terrific!",yummy,1499385600,,{'Size:': ' 3 LBS in Re-useable Cotton Bag'},
83195,5,True,"05 29, 2015",A6OQUL6HGO1Q1,B000F4DKAI,Brian Richter,yummy tea and so easy to make.  worth every dollar.,Five Stars,1432857600,,,
803612,4,True,"08 16, 2016",A3EY49OHSNQRE1,B00IAE8ZQY,Sandra Lyman,good,Four Stars,1471305600,,,
98310,5,False,"08 2, 2017",A1WPCXB9ZZLQBO,B000G7TBUW,Marsha,My sister love them for her birthday,Five Stars,1501632000,,"{'Size:': ' 40oz', 'Flavor:': ' Mini Pretzels Canister'}",
516937,5,True,"07 4, 2016",A190YH34MB0G0I,B005CN44XY,Luckypnut,Love these.  Not too sweet and don't stick to your teeth.  Great when you need something to get rid of that sweet craving.,Good fruity snack,1467590400,,,
843418,5,True,"02 18, 2018",A2PAPBZMYSMQUN,B00L2BZCYA,Amazon Customer,"The best for gluten/sugar free diet.  Made as brownies and had to restrain myself from eating the whole pan!! Yeah, that good!",Wanted to eat the whole pan!,1518912000,,,
119723,5,True,"02 14, 2017",A2BIEJMWUDK5WJ,B000ILK9PM,Michael K. Nagel,Great Product and Great Service.,Five Stars,1487030400,,{'Size:': ' 8.5 Ounce (Pack of 2)'},
73801,3,False,"03 30, 2016",A14MSTXUI8DOPI,B000EPSEQS,Peter Hanna,"I couldn't wait to try this stuff because of all the 5 star reviews. I received this jam last week. It shipped from out of the country so it took quite a few weeks to receive it but I was in no hurry. The jam itself is so sweet the sugar overpowers all other flavor. I read the label and it has 60g of sugars per serving. The jam I normally buy, Braswells Select, which has rave reviews has 10g of sugars per serving and I consider it to be quite sweet. I went to the grocery store this morning and starting looking at the labels on every jam and jelly brand I could find. The most sugars I found per serving was 12g and that was a Smuckers item. I don't really think this Scarlet Strawberry Conserve needed 6 times the amount of sugar. Sugar works as a flavor enhancer only to a certain point, after which, it just overpowers everything.",The jam itself is so sweet the sugar overpowers all other flavor,1459296000,,,
227637,5,True,"04 21, 2015",AVJV35095JH71,B0017WG1J4,Lucy S.,"Very good, I use it all the time, planning to order another one soon.",Very good,1429574400,,,
310825,5,True,"09 13, 2017",AY0LLPDTCVW4O,B001EO5Y52,Home Chef,Love green mountain coffee! Has a nice solid flavor. Best part of my day drinking this stuff!,Delicious!,1505260800,,{'Size:': ' 24 Count'},
156367,5,True,"05 27, 2016",A2N0RGNX97CHIJ,B000QSS23S,Bo,"I have uses this for years, happy to find it here for a low price.",Great,1464307200,,{'Size:': ' 16 Ounce (Packaging may vary)'},
779814,5,True,"10 30, 2016",A31R5KO5RO7NN6,B00GXHM8HC,tr1pp1n,"Absolutely delicious, taste of plum pudding",Something Sweet,1477785600,,"{'Size:': ' 36 Tea Bag Tin', 'Flavor:': ' Plum Pudding'}",
1128719,1,True,"02 7, 2016",A1EDI263APKHJR,B00U6DTE6W,Lady  Di,"This is the first time I have ever given a product a bad review.  This coffee is horrible!!!! It has a very chemical taste, which is unusual for a flavored coffee. There are 4 different flavors in this package, and not one flavor is worth the money I paid for it.
Sorry......",Taste terrible,1454803200,,,
691234,4,True,"06 2, 2015",A1K6WEVG117DCG,B00CMQD232,rockinfilmmaker44,"Awesome honey, pretty good tasting. Only complaint is the same as others: it's clearly a little processed and not nearly as thick as any other Raw Honey I'm familiar with. I prefer honey like Arizona, which has a thick texture and a taste almost as good at Nature Nate's. But if taste is your thing: NN is the place to go.","Very good, Not Completely Raw Though",1433203200,,,
414469,2,True,"11 2, 2011",ALOR97KTZTK1P,B003D4EWOK,knitty pants,"This tea is just OK. It doesn't taste bad, but it doesn't taste any better than Luzianne or Lipton. And, unlike Luzianne, it's cloudy which I really don't like to see in a clear pitcher and glass. I would be embarrassed to serve this to guests. I've made it according to the enclosed ""moon brewing"" directions and also in my iced tea maker. It's cloudy both ways. Also, these tea bags make a gallon of tea each so unless you like really strong tea, they're too big for a 3-quart iced tea maker unless you dilute it after you brew. I'm disappointed and won't order this flavor or this brand again.",Makes cloudy iced tea,1320192000,,{'Flavor:': ' Traditional Iced Tea'},
510142,5,True,"07 29, 2016",AK2E435HHN5X8,B0057IRSF0,WS,"Awesomely disgusting treat : ) I now have more than I will ever need in life lol, so the rest will be enjoyed by unsuspecting friends and coworkers : ) The grass one isn't too bad but the earthworm...oh my god, the horror!! Overall a great and fun product and they shipped fast, and were in perfect condition. Thank you!",Like playing russian roulette!,1469750400,,,
816545,5,True,"04 15, 2017",ADRS2PFKIF00K,B00J7HXXGA,t,Delicious snacks.,Five Stars,1492214400,,,
249850,5,False,"07 25, 2017",A3OC93X866Z8TB,B0010OQQ2Q,Summer Girl,"This sauce is wonderful and full of flavor. I used it on steak and it was fantastic. They are small portions, but it was perfect for 2 steaks. I probably could have used it on 3 steaks but I like extra everything on my food. This stock is normally expensive, but Amazons price is compatible to others. It sure beats having to make this yourself!",Perfect taste,1500940800,,{'Size:': ' 1.5 Oz'},
730626,5,True,"02 25, 2018",A2KZ52A83GIZ3T,B008QMX2SG,OU812,I've always loved Goldberg's peanut chews but with all the crap they put in it these days and their disgusting taste  I wanted a healthier and better tasting peanut chew. These bars remind me of the old Goldberg's chew recipe. They are great for sweet tooth cravings and taste great.,GREAT Peanut Chew,1519516800,,,
38724,3,False,"06 23, 2008",A1GJQ0NZNNU9HR,B0009F3SD2,Jean C. Lee,"Yogi Ginger Tea is great for soothing stomachaches, but I can't say much about the taste. Pepper is the overwhelming flavor in this tea, and I wish the tea were sweeter. It tastes exactly as if you soaked ginger slices in water.",Doesn't taste very good.,1214179200,,{'Flavor:': ' Ginger'},
283954,5,True,"08 30, 2015",A3AXGMK1RM2N0T,B0019I2FP0,Dehbiisu,Simply organic simply delicious! This has a good level of spicy without being overwhelming.,,1440892800,,{'Package Quantity:': ' 1'},
398664,5,True,"04 5, 2014",A2E3VJ7RM217ZT,B002NM1S1I,margma,"I use a variety of gluten free flours in my own pancake mixtures, or in baking. This flour has a delicious flavor, a nice texture, and mixes well. I up the protein value by adding some quinoa flour, or even buckwheat flour for a different taste.",delicious,1396656000,2,{'Size:': ' 24 Ounce (Pack of 4)'},
1000213,5,True,"10 6, 2016",A29QV4ILCXF6BL,B01D96BMP8,GinnyGin1,"I am in love with this stuff.  In. Luff. With a little honey or sugar, it tastes like red hots.",It's so hot right now,1475712000,,{'Size:': ' 1 Pack'},
139817,5,True,"05 4, 2015",A1GUB6A3L4SVXC,B000MDHHOC,Fletcher,Love these sardines. This is my fourth re-order.,Five Stars,1430697600,,,
973140,5,True,"01 21, 2016",A2H046XQP1HFZ2,B016YN7AKE,raid1408,"Thank has been the arrival of the product, a sound Excellent",Five Stars,1453334400,,,
350196,5,True,"06 19, 2009",A10TYGME2FQHO7,B001ONVOC0,Dr.J.A.P.,"These are great. Very chewy, moist, and chocolaty. They have 9 g of fiber (around 35% of your daily needs) so they are super filling. On that same topic, you HAVE to nibble at them slowly, or all that fiber will land in your tummy like a canon ball. They are not overly sweet, and there really is a very strong chocolate flavor, unlike some of the other chocolate snacks out there. They make a very filling low cal snack.","Filling, chew and chocolaty, 2 WW pts, and 9g of fiber",1245369600,,,
1131784,2,True,"08 10, 2016",AI86QRF3SZLSS,B00XLIYD4W,Mommaluke,Stale.,Not good,1470787200,,,
11441,1,True,"01 3, 2013",A1AWL9JASMG904,B0001ES9FI,C. Gafton,"The Senseo pods are no longer a cost effective way of getting a quality cup of coffee. Looking through my order history, ""Back in the day"" a couple of years back this six pack of 18 pods used to hover around eighteen bucks; now it is double that. So I got curious and I cut a pod and compared it against the content of a K Cup - the Senseo pod contains about half the coffee of a regular KCup. This means one has to use two Senseo pods to match the strength of a KCup for the same size brew. This translates to Senseo being more expensive than an average K Cup bought in quantity here at Amazon.

Maybe I got used to the coffee, but the Senseo pods no longer produce the bold aroma and taste that got me hooked a few years back; I defected to Keurig where I found a much richer variety and I don't regret it for a second. On the contrary, I stopped having this nagging feeling of being ripped off by the constantly increasing price of these pods.",No longer cost effective; too expensive for what you get,1357171200,,"{'Size:': ' 18ct (Pack of 6)', 'Flavor:': ' Dark Roast'}",
1089083,5,True,"04 13, 2018",A1RCEVK6RH356K,B009YT5W6K,Sheryl F.,delicious juice blend.  have always been impressed with Ceres juice.  sold it in my produce department years ago and happy to see it's still around.,sold it in my produce department years ago and happy to see it's still around,1523577600,,"{'Size:': ' 33.8 Ounce (Pack of 12)', 'Flavor:': ' Passion Fruit'}",
858257,5,True,"12 16, 2015",A1E26ZVMHAHCAU,B00MRAQUM8,Anonymous Fred,reordered it,Five Stars,1450224000,,,
767034,4,True,"11 21, 2015",AWFYG0CRH0G9I,B00FTB02SU,Nancy K. O&#039;Halloran,Good but a bit bland. Needs a bit more heat.,Good but bland,1448064000,,,
265891,5,True,"04 12, 2016",A323M3Y3PFU0IY,B0014E847C,Lovely93,Looks great and the taste is good. Happy with my purchase.,Great,1460419200,,,
821497,5,True,"02 24, 2017",A3IWKRAGP0QBTD,B00JPJRQ7W,L Mara,Yummm!,Five Stars,1487894400,,{'Size:': ' 2 Pound Bag'},
991666,5,True,"09 2, 2017",A34JHU1WBU7FPU,B01BLUXGRG,Dana Summers,I am not a vanilla bean expert but these beans worked really well in my recipes.,Worked great for me,1504310400,,,
37134,1,True,"05 8, 2014",A1MESYC7PFLX5F,B0009F3QKM,MC,"I ordered this Yogi green tea after trying 3 of their Chai teas. This green tea has no taste at all to me. The tea is organic, but no taste. I will continue to buy Japanese Sencha - as I prefer the vegetal or grassy green teas. I can give this away to other people, so it is not going to waste, but I would never buy this tea again.",No flavor - I prefer Japanese Green Teas,1399507200,,,
184485,5,True,"10 15, 2015",A5DG7L1F18Q92,B000WW2M8Y,Ellbelle,Taste wonderful!,Five Stars,1444867200,,,
323635,5,True,"06 19, 2016",A1I7RRDDARP414,B001F7E95O,Vern R. Luna,"Very good,thank you",Five Stars,1466294400,,,
267792,5,True,"12 31, 2014",AQ0HRJBU9T5Y9,B0014EW4NC,JaCee,This was part of a grocery gift mailed direct to my son. He was quite pleased.,A Gift,1419984000,,,
942234,5,True,"01 17, 2016",A2F0IKIOAK7FSU,B00YG2TBJ4,JJJ,Delicious in smoothies as well as stir frying. Nice to know it's also healthy.,Great Taste,1452988800,,,
516689,5,False,"11 21, 2014",A3IU8UHMBF6GYN,B005CM8990,J. Snibbe,Love this product. Great sauce.,Great Stuff,1416528000,,,
926495,4,False,"11 27, 2017",A7YMD8MSOBO1I,B00WFDMRDI,Sharon Beverly,"These chocolate-covered dried blueberries are a very tasty, portion-controlled snack or treat.  Let's look at the positives first.  There is no sodium nor cholesterol listed on the package.  Within each individual package there are only 130 calories.  For a portioned snack, these taste far better than most of the snack bars on the market.  They, however, are much higher in protein content; as this has only 1% protein.  There are no values listed for Vitamin C and Calcium, and there is 6% iron per packet.

There are only a couple of negatives and they may not bother you at all, as this is strictly personal taste.  You may like to pop these treats into your mouth and chew.  For those of us who like to stretch the pleasure and allow the chocolate to first melt and then chew, you may find it has a slightly grainy texture.  The berry is extremely tough and chewy, due to its being in a dried form.  As I said, if you're a 'chewer' and not a 'pleasure-stretcher', you probably won't be bothered by this.

The Orchard Valley folks have produced a tasty, not overly sweet treat.  It's convenient to carry, too, as it can go in your purse, briefcase, gym, or lunch bag.",Tasty and Convenient Snack,1511740800,,{'Flavor:': ' Dark Chocolate Blueberries'},
845709,4,True,"08 24, 2016",A21LDIFT02EMXX,B00LC8NS1C,wonderer,I used this salt block a few times and it adds some good flavor to the meats,... salt block a few times and it adds some good flavor to the,1471996800,,"{'Color:': ' 10"" X 6"" X 1.5""'}",
223280,3,True,"01 12, 2008",A2Q1ELWEHTTTF5,B0016BAB42,Yogafreedom,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Sambazon-Acai-Powerscoop-Powder-90g-from-Sambazon/dp/B000QVDNBG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Sambazon Acai Powerscoop Powder 90g from Sambazon</a>

As a person with an auto-immune disease, where chronic fatigue is a major obstacle, I have navigated through many nutritional support options to supplement a healthy diet and when I first began to read about the Acai Berry, I was interested in trying it. I have used other anti-oxidant products from very dependable sources, and there is just no dramatic difference I detect with this product. Freeze dried Acai appears to be the most dependable formulation for delivery of the benefits of the berry, but I honestly noticed no change after a month trial. (I actually had to stop taking this product for a few days as for some reason, perhaps attributed to the pH of the supplement, I found the product worsened my gastritis). I give the product three stars, because I do believe that for some people, they may see remarkable results, but I certainly did not. I still believe that this product is worth a try, for all the reasons that the Acai Berry has the potential to yield wonderful changes in overall health. It just did not do it for me. Good luck to those who choose to try this. I would recommend this brand because of the preference of the freeze dried state to hold onto all the nutritional ""miracles"". Don't get succored into cheaper brands. The nature of a complicated illness may or may not be a factor that determines clinical outcomes. Healthy supplement options are at times only as good as the Company that makes them. I do believe that the Acai Berry is a very important food souce. Besides the wonders of its potential health benefits, it is a product that ensures the preservation of the Amazon Jungles. On the flip-side, the less we eat hearts of palms which comes from the same tree and literally ensures the destruction of the tree to harvest the hearts, the better.",Not the miracle I anticipated,1200096000,28,,
