,overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
1502187,3,,True,"01 2, 2018",A3PGKGHM63I3VS,B00IMJ6JCO,Ole&#039; Vista,You can quickly go broke buying this stuff if your pets have a lot of accidents. I have since bought myself a Bissell pet stain remover which sucks up the whole mess without having to wet your carpet and put rags on it until it dries.,I have since bought myself a Bissell pet stain remover which sucks up the whole mess without having to wet your ...,1514851200,,
1933343,4,,True,"07 18, 2016",A3JICBUG2MQNQQ,B01G5UZVES,Tari P,"carpet is not real durable, but for $50 it is a great deal! Some parts were missing, but the kitten loves it!",but for $50 it is a great deal! Some parts were missing,1468800000,,
1664369,5,3,True,"12 20, 2016",A17SNTLDQWMULL,B00RKQF6QA,C. Furr,"I ordered this product hoping it would help stem a recent tide of cat diarrhea but it turns out it's great for continuous health. I have been feeding my cats a raw diet on and off for years, time permitting, but with a recent switch from canned back to raw they started having loose stools so I began adding this powder to the food and it has pretty much firmed everything up and kept it going smoothly (every few weeks they may have an episode, but almost all the stool is now firm). The kitties are happy and healthy, shiny coats and bright eyes. They eat the product readily when sprinkled over their food (I do one scoop for each cat per feeding, twice daily)--see attached photos. The powder itself comes in a little jar with a 1/8 teaspoon scoop that makes it convenient to add before each feeding. I was formerly using Fortiflora, which the cats found quite tasty (because of the animal digest) but it wasn't really doing much for the diarrhea. I much prefer this formula.

The owner (founder?) of the company Brad recently reached out to me and answered my questions the same day I emailed him.

Excellent product and customer service! I just ordered my second batch for the cats. Highly recommend and I'm happy to support a small company doing good for cat butts the world over.",Pawsome probiotics!,1482192000,,"['https://images-na.ssl-images-amazon.com/images/I/61NyDUmFWFL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61b0wRr0aiL._SY88.jpg']"
1542825,5,,False,"09 5, 2017",A3EYU50NV17CGL,B00K79ZIFQ,Nicole P,"Dogs absolutely love them, haven't had any issues.  Will order again!",Dogs love them,1504569600,"{'Size:': ' 4 oz', 'Flavor Name:': ' Duck Recipe'}",
1544901,3,,True,"11 14, 2017",AZC4A73ATFMSD,B00KAW62CI,Atena,"I don't know about your cat, but mine drinks a lot of water.
It's great if you're at home all day and can refill it during the day.
I have noticed that my cat likes to drink out of a wider bowl. This was too small for him.
But it's pretty!",Too small for us,1510617600,{'Pattern:': ' Cat'},
1841021,5,77,True,"09 23, 2016",A16JYT15UOJ0GE,B018AVGKTK,PugHug,"This is great for small to medium size dogs. My pug likes to rest her head on the console and will shift around often in a regular bucket seat. She has room to spare in her new booster, resting her chin on the edge. She can take a nap in there too! Also now I don't worry about her trying to jump out as soon as I open the passenger door. I do wish it were less animal-printy though...",worth every penny,1474588800,"{'Size:': ' 20""', 'Color:': ' Chocolate/Jaguar'}",['https://images-na.ssl-images-amazon.com/images/I/71S8WTlPzXL._SY88.jpg']
1085231,3,2,True,"04 15, 2014",A3DUEVHZ1IYZCT,B005146P1S,Carol C,These seem to be working well although for my German Shepherd I do need to refill the water bowl 3-4 times a day.  It holds approximately 1/2 gal of water or 3 cups of large kibble.  They are quality stainless with no signs of discoloration or spotting with them outdoors in salt air 24/7.,Not as large as you would think...,1397520000,{'Size:': ' 12.2 inches x 12.2 inches x 2.6 inches'},
1964612,5,,True,"06 7, 2016",A27BSDT83FWOA4,B000A6ZNPQ,Shelsea101,"Have been using this product for years now. Cheaper than SmartPak's options and other brands, and still get results. Love it and use it as a maintenance for my jumper.",Love it and use it as a maintenance for my ...,1465257600,,
697451,5,,True,"10 16, 2014",A1KFK731KA1DXK,B0012Y0EEU,Roxie,"This is so cool, elastic band goes around finger, great to train your pet",New pet owners ...this is essential to training your pet,1413417600,,
716214,5,,False,"01 28, 2017",A2JSO5UATU1PZ4,B0015AM9TE,Ann,It will work!! Eventually! It took a few treatments and I added the Capstar pill for the second treatment. I'm satisfied with the frontline plus. My cat has calmed down now that she doesn't have flees or those bumps on her skin anymore.,Frontline Plus does work if you are diligent!!,1485561600,,
745740,5,,True,"02 21, 2018",A2ANU1R3FQHFZJ,B0009YD8OC,Meegan M. Fringer,"Want your dog to stop pulling your arm out of the socket?? This does the trick. We have a headstrong Lab who totally ignored the spike training collar. This is the same concept used on horses, a hackamore that puts pressure on the nose, not pain, just pressure.",FANTASTIC!,1519171200,,
1426296,5,,True,"04 26, 2017",A3P60OA6Q8YZAQ,B00EKL31Q0,sgrobian,"Got this for our new kitten. He loves playing in it, lounging in it and of course sleeping in it. He seems to feel very comfortable and safe in it, especially as our older cats have yet to warm up to him.",Great little kitten or small cat cave,1493164800,"{'Size:': ' 14""L x 14""W x 14""H', 'Color:': ' brown'}",
1266949,2,,True,"05 21, 2013",A1Z00YYQ1ELK93,B008Y527PE,Ellen nutcher,"Bought this cause of the reviews, but my cats could care less.  Not as fun as expected, wouldn't recommend.  But it's cheap so no regrets on the money loss.",Not a hit,1369094400,"{'Size:': "" 30'""}",
1375238,5,,True,"10 18, 2014",A2THMXI3AK8PZH,B00CO527IC,Peggy Ervin,even the dog drinks from this as well as the cats.  They all love it.,They all love it.,1413590400,{'Size:': ' 2 lb'},
1628002,3,,True,"02 13, 2016",A24W4Q8MAD08EJ,B00OP6QR7K,Gatorblu,"I ordered this thinking I was getting the Coolaroo brand. This one is smaller than theirs and not as well made, but it is not bad.",but it is not bad.,1455321600,{'Size:': ' Large'},
706300,1,,True,"02 20, 2014",AFJL6W5OF1MJ7,B0013MVJPY,Murray,My dog is 25 pounds and this was too small.  I ordered it in large and it fit him but ended up falling apart after about 2 months.  The black lining pulled away from the blue portion.,Returned it,1392854400,,
1797984,5,,True,"06 19, 2016",A99LBOBL3Q25K,B014HCXERM,Lizzy2013,I think this has helped my three cats get along better.,Happy,1466294400,"{'Size:': ' 6 Pack Refills', 'Style:': ' White Box'}",
1812243,2,,True,"11 15, 2016",A1XUAJLMTGG42Q,B015SXZ6BQ,A. Pan,Ok for a temporary fix - lock broke on me after less than a month use. Only recommend for dogs around 10 pounds. Not very sturdy and cheap quality.,Only recommend for dogs around 10 pounds,1479168000,{'Color:': ' blue'},
924593,5,12,True,"10 6, 2016",A1WOXWG7HRKAVS,B002MVJLYQ,LoveGoddess,helped my kitten with a cold get better I am so happy with this product saved so much money on vet bill and he is healthy and happy again he even went for his check up at the vet and he appears to have got over the cold and this for sure did that for him will be back for more for my pet first aid kit will always have this on hand even my vet said that this is a alternative for antibiotics that can be so expensive and these can be more helpful then the drugs since there all natural I love this it is a must for your pets when they are your kids it helps to have this on hand!,AMAZING great for a pet first aid kit  !!!,1475712000,,
1470616,5,,True,"11 23, 2015",A3F8BMEZM1GHV7,B00H9A2RVO,Natalie Brum,Thank You!,Five Stars,1448236800,,
1330309,2,,False,"01 9, 2014",AF8GARI5LF17M,B00BIYLJ9S,tig23,"Currently I am feeding my cats Blue Buffalo Freedom Grain, which they do well on and like, but it's too expensive and my cats are getting fat from eating it even though I'm very careful about how much they eat. So I've been looking for something to switch them to, and came across this. I have 5 cats and two will eat anything, but none of my cats are excited about this food. At first, they'd eat a few bites to try it out but now they turn their noses up. Only my most voracious eater will eat a couple of bites and then walk away. My dog will eat what's leftover but he kind of picks at it too. The pellets of food even look bland and unappetizing. I was really hoping this food would work out because it's less expensive than Blue Buffalo, and unlike Blue Buffalo, Science Diet always has good coupons, but if the cats won't eat it then it's not worth it.

I think this is probably pretty good quality food, but I would suggest getting as small a bag as possible to see if your cats will even eat it before you buy a bigger bag.","5 cats, none like this food.",1389225600,"{'Size:': ' 3.5 lb', 'Flavor Name:': ' Chicken & Brown Rice', 'Style:': ' Adult Dry'}",
1437657,5,,True,"06 16, 2017",A2769OG42IDXCT,B00EZSZ1NY,CK,Great toy for cats,Five Stars,1497571200,,
1922713,5,,True,"01 21, 2017",A2SP491ZWN3P9R,B01F3XKE7C,Amazon customer,My cats love these toys.,Five Stars,1484956800,{'Pattern:': ' 3 Da Bee Refills'},
1386054,5,,True,"10 3, 2016",A1L2A35CQN5YTQ,B00CYDE7D2,CJ Woliff,Works great,Works great,1475452800,,
441479,5,,True,"11 24, 2017",AP8RQK5C2EP9I,B000MCVGEA,Mark James,Been using this for about a year or more and we've had FAR less issues with our bulldogs' luxating patellas.,Luxating patella,1511481600,"{'Size:': ' Small/Medium Dog', 'Style:': ' 84 COUNT'}",
368439,4,,True,"08 13, 2017",A136T9K5F2226V,B000FGIUV0,Casey,"Today I learned that I am apparently ultra annoyed by the sound of constantly splashing water. We have a whole home air purifier that runs 24/7 and I had thought this fountain would be a similar kind of white noise sound that fades to the backround but not so much. The motor itself is almost silent, but the sound of the water splashing into the bowl may literally drive me insane. Side note, my husband does not find it annoying in the least and thinks that I am oddly bothered by it.

Other than how I may lose my mind, everything about it seems great. The bowl holds an astronomical amount of water compared to a ""regular"" fountain. The material and construction are standard, with careful maintenance you could probably get years out of it. Some of the inner workings are quite small and the manual actually suggests a specific cleaning brush that you need to purchase separately. I haven't looked it up yet, but I assume the special brush is inexpensive and would make suggested weekly cleaning much easier.

We bought this fountain to see if it would help our GSD with the ""hole in his lip."" Normally when he gets a drink, he fills his entire mouth with water and inevitably half of it drips out of his mouth onto the hardwood floor. Time will tell on this one, but the first few drinks seemed to be an improvement. He can't dunk his whole mouth in the water like he normally does without the spout pouring water on his ears, which he is not a fan of.

Both of our dogs (GSD and Aussie) were unbothered by the sound. I had seen some reviews where the dogs wouldn't go near it but I wonder if they maybe had a defective motor as the only sound from ours is just that of running water. Our Aussie is normally exceptionally nervous around new things or strange noises but didn't hesitate to drink out of the fountain the moment it had water in it.",Louder Than Expected,1502582400,,
1430186,5,,True,"02 18, 2015",AB2IOTMUSRZRH,B00ERXJ59S,Linda Richardson,Great quality & made in USA; easy to clean; because of rounded bottom they skid around floor when dogs eating so put mats underneath them & that solved the problem.,Great dog food bowls,1424217600,{'Size:': ' 2-PACK OF MED BOWLS'},
1554820,5,3,True,"06 22, 2016",A2OV2W4KQKX6U,B00KQGRIKI,ps310,"My cats love it. Great to keep them entertained while I'm  away.
Just turn it on, and enjoy watching the kitties while you lazily sit on the couch doing nothing of great importance.",The perfect toy for the lazy cat owner.,1466553600,{'Size:': ' 1 Pack'},
453772,5,,False,"01 2, 2018",A2GSQ795UULZUN,B000N32NGI,Rekabeimmik,I have a Boston terrier about 18 pounds  He just loves this,Great for dog that chews,1514851200,,
227816,5,,True,"09 24, 2016",A8PSJOVNHSFVJ,B0002ZS1MC,Trudy Soto,My two French Bulldog puppies love this toy!,Five Stars,1474675200,,
551076,4,2,True,"01 9, 2013",A2Y2MUYIXC69S8,B00106TAEU,Shane,It's sharp and does what it's supposed to do.  My sausage fingers are a little uncomfortable in the handle though.,Yup!,1357689600,{'Size:': ' cat claw clipper'},
413151,5,,True,"01 31, 2013",A267ELIFRY4NN6,B000ICGJZK,Tara K. Wood,"I've had this bed for 4 months and I could not be happier! I have a small Jack Russell Terrier who likes to be with me in the garage where I work, he was always shivering even when I covered him with a blanket! I bought this bed and he adores it! I even purchased a small dog bed like this one:

http://www.amazon.com/gp/product/B003ZYF1LG/ref=oh_details_o01_s01_i00

I then slipped the heated pad into the cover of the dog bed (on top of the padding) and then ran the cord through a small opening I cut into the back of the bed and now my dog lounges in ultimate heated comfort!  I would recommend this product to all of my friends, in fact I already have!",Absolutely perfect!,1359590400,"{'Size:': ' Small (14"" x 18"")', 'Package Type:': ' Frustration-Free Packaging'}",
1074838,5,,True,"07 18, 2015",AMH6BS0TM6A9J,B004X6UEH6,germaine mineconzo,Cats love it,Five Stars,1437177600,{'Color:': ' Walnut Brown'},
628376,3,,True,"07 29, 2016",A3B4SFHFJ73H51,B000VJHCCY,Amazon Customer,don't like it,Three Stars,1469750400,"{'Size:': ' Pack of 24', 'Style:': ' Poultry & Beef Variety Pack'}",
46107,5,,True,"12 29, 2015",A1MUWF8WEBF28E,B0002563MW,Eric N. Skoglund,"What a great deal, you get lot for price.",Airline Tubling,1451347200,{'Size:': ' 25 Feet'},
